id,category_id,name,description,price
2269,9,Accessory 0114,Accessory generation 114 for category Accessories,2950.00
2270,10,Router 0114,Router generation 114 for category Networking,6090.00
2271,11,Appliance 0114,Appliance generation 114 for category Kitchen Appliances,9180.00
2272,12,Office Device 0114,Office Device generation 114 for category Office Equipment,14270.00
2273,13,Wearable 0114,Wearable generation 114 for category Wearables,12360.00
2274,14,Camera 0114,Camera generation 114 for category Cameras,47450.00
2275,15,Book 0114,Book generation 114 for category Books,1990.00
2276,16,TV 0114,TV generation 114 for category TVs,56180.00
2277,17,Speaker 0114,Speaker generation 114 for category Audio,11270.00
2278,18,Printer 0114,Printer generation 114 for category Printers,19360.00
2279,19,Component 0114,Component generation 114 for category Components,16450.00
2280,20,Charger 0114,Charger generation 114 for category Charging,3090.00
2281,1,Smartphone 0115,Smartphone generation 115 for category Smartphones,26455.00
2282,2,Laptop 0115,Laptop generation 115 for category Laptops,71545.00
2283,3,Tablet 0115,Tablet generation 115 for category Tablets,31635.00
2284,4,Headphones 0115,Headphones generation 115 for category Headphones,10725.00
2285,5,Smart Device 0115,Smart Device generation 115 for category Smart Home,5865.00
2286,6,Gaming Gear 0115,Gaming Gear generation 115 for category Gaming,8455.00
2287,7,Monitor 0115,Monitor generation 115 for category Monitors,23545.00
2288,8,Storage 0115,Storage generation 115 for category Storage,7135.00
2289,9,Accessory 0115,Accessory generation 115 for category Accessories,3225.00
2290,10,Router 0115,Router generation 115 for category Networking,6365.00
2291,11,Appliance 0115,Appliance generation 115 for category Kitchen Appliances,9455.00
2292,12,Office Device 0115,Office Device generation 115 for category Office Equipment,14545.00
2293,13,Wearable 0115,Wearable generation 115 for category Wearables,12635.00
2294,14,Camera 0115,Camera generation 115 for category Cameras,47725.00
2295,15,Book 0115,Book generation 115 for category Books,2265.00
2296,16,TV 0115,TV generation 115 for category TVs,56455.00
2297,17,Speaker 0115,Speaker generation 115 for category Audio,11545.00
2298,18,Printer 0115,Printer generation 115 for category Printers,19635.00
2299,19,Component 0115,Component generation 115 for category Components,16725.00
2300,20,Charger 0115,Charger generation 115 for category Charging,3365.00
2301,1,Smartphone 0116,Smartphone generation 116 for category Smartphones,26730.00
2302,2,Laptop 0116,Laptop generation 116 for category Laptops,71820.00
2303,3,Tablet 0116,Tablet generation 116 for category Tablets,31910.00
2304,4,Headphones 0116,Headphones generation 116 for category Headphones,11000.00
2305,5,Smart Device 0116,Smart Device generation 116 for category Smart Home,6140.00
2306,6,Gaming Gear 0116,Gaming Gear generation 116 for category Gaming,8730.00
2307,7,Monitor 0116,Monitor generation 116 for category Monitors,23820.00
2308,8,Storage 0116,Storage generation 116 for category Storage,7410.00
2309,9,Accessory 0116,Accessory generation 116 for category Accessories,3500.00
2310,10,Router 0116,Router generation 116 for category Networking,6640.00
2311,11,Appliance 0116,Appliance generation 116 for category Kitchen Appliances,9730.00
2312,12,Office Device 0116,Office Device generation 116 for category Office Equipment,14820.00
2313,13,Wearable 0116,Wearable generation 116 for category Wearables,12910.00
2314,14,Camera 0116,Camera generation 116 for category Cameras,48000.00
2315,15,Book 0116,Book generation 116 for category Books,2540.00
2316,16,TV 0116,TV generation 116 for category TVs,56730.00
2317,17,Speaker 0116,Speaker generation 116 for category Audio,11820.00
2318,18,Printer 0116,Printer generation 116 for category Printers,19910.00
2319,19,Component 0116,Component generation 116 for category Components,17000.00
2320,20,Charger 0116,Charger generation 116 for category Charging,3640.00
2321,1,Smartphone 0117,Smartphone generation 117 for category Smartphones,27005.00
2322,2,Laptop 0117,Laptop generation 117 for category Laptops,72095.00
2323,3,Tablet 0117,Tablet generation 117 for category Tablets,32185.00
2324,4,Headphones 0117,Headphones generation 117 for category Headphones,11275.00
2325,5,Smart Device 0117,Smart Device generation 117 for category Smart Home,6415.00
2326,6,Gaming Gear 0117,Gaming Gear generation 117 for category Gaming,9005.00
2327,7,Monitor 0117,Monitor generation 117 for category Monitors,24095.00
2328,8,Storage 0117,Storage generation 117 for category Storage,7685.00
2329,9,Accessory 0117,Accessory generation 117 for category Accessories,3775.00
2330,10,Router 0117,Router generation 117 for category Networking,6915.00
2331,11,Appliance 0117,Appliance generation 117 for category Kitchen Appliances,10005.00
2332,12,Office Device 0117,Office Device generation 117 for category Office Equipment,15095.00
2333,13,Wearable 0117,Wearable generation 117 for category Wearables,13185.00
2334,14,Camera 0117,Camera generation 117 for category Cameras,48275.00
2335,15,Book 0117,Book generation 117 for category Books,2815.00
2336,16,TV 0117,TV generation 117 for category TVs,57005.00
2337,17,Speaker 0117,Speaker generation 117 for category Audio,12095.00
2338,18,Printer 0117,Printer generation 117 for category Printers,20185.00
2339,19,Component 0117,Component generation 117 for category Components,17275.00
2340,20,Charger 0117,Charger generation 117 for category Charging,3915.00
2341,1,Smartphone 0118,Smartphone generation 118 for category Smartphones,27280.00
2342,2,Laptop 0118,Laptop generation 118 for category Laptops,72370.00
2343,3,Tablet 0118,Tablet generation 118 for category Tablets,32460.00
2344,4,Headphones 0118,Headphones generation 118 for category Headphones,11550.00
2345,5,Smart Device 0118,Smart Device generation 118 for category Smart Home,6690.00
2346,6,Gaming Gear 0118,Gaming Gear generation 118 for category Gaming,9280.00
2347,7,Monitor 0118,Monitor generation 118 for category Monitors,24370.00
2348,8,Storage 0118,Storage generation 118 for category Storage,7960.00
2349,9,Accessory 0118,Accessory generation 118 for category Accessories,4050.00
2350,10,Router 0118,Router generation 118 for category Networking,7190.00
2351,11,Appliance 0118,Appliance generation 118 for category Kitchen Appliances,10280.00
2352,12,Office Device 0118,Office Device generation 118 for category Office Equipment,15370.00
2353,13,Wearable 0118,Wearable generation 118 for category Wearables,13460.00
2354,14,Camera 0118,Camera generation 118 for category Cameras,48550.00
2355,15,Book 0118,Book generation 118 for category Books,3090.00
2356,16,TV 0118,TV generation 118 for category TVs,57280.00
2357,17,Speaker 0118,Speaker generation 118 for category Audio,12370.00
2358,18,Printer 0118,Printer generation 118 for category Printers,20460.00
2359,19,Component 0118,Component generation 118 for category Components,17550.00
2360,20,Charger 0118,Charger generation 118 for category Charging,4190.00
2361,1,Smartphone 0119,Smartphone generation 119 for category Smartphones,27555.00
2362,2,Laptop 0119,Laptop generation 119 for category Laptops,72645.00
2363,3,Tablet 0119,Tablet generation 119 for category Tablets,32735.00
2364,4,Headphones 0119,Headphones generation 119 for category Headphones,11825.00
2365,5,Smart Device 0119,Smart Device generation 119 for category Smart Home,6965.00
2366,6,Gaming Gear 0119,Gaming Gear generation 119 for category Gaming,9555.00
2367,7,Monitor 0119,Monitor generation 119 for category Monitors,24645.00
2368,8,Storage 0119,Storage generation 119 for category Storage,8235.00
2369,9,Accessory 0119,Accessory generation 119 for category Accessories,4325.00
2370,10,Router 0119,Router generation 119 for category Networking,7465.00
2371,11,Appliance 0119,Appliance generation 119 for category Kitchen Appliances,10555.00
2372,12,Office Device 0119,Office Device generation 119 for category Office Equipment,15645.00
2373,13,Wearable 0119,Wearable generation 119 for category Wearables,13735.00
2374,14,Camera 0119,Camera generation 119 for category Cameras,48825.00
2375,15,Book 0119,Book generation 119 for category Books,3365.00
2376,16,TV 0119,TV generation 119 for category TVs,57555.00
2377,17,Speaker 0119,Speaker generation 119 for category Audio,12645.00
2378,18,Printer 0119,Printer generation 119 for category Printers,20735.00
2379,19,Component 0119,Component generation 119 for category Components,17825.00
2380,20,Charger 0119,Charger generation 119 for category Charging,4465.00
2381,1,Smartphone 0120,Smartphone generation 120 for category Smartphones,27830.00
2382,2,Laptop 0120,Laptop generation 120 for category Laptops,72920.00
2383,3,Tablet 0120,Tablet generation 120 for category Tablets,33010.00
2384,4,Headphones 0120,Headphones generation 120 for category Headphones,12100.00
2385,5,Smart Device 0120,Smart Device generation 120 for category Smart Home,7240.00
2386,6,Gaming Gear 0120,Gaming Gear generation 120 for category Gaming,9830.00
2387,7,Monitor 0120,Monitor generation 120 for category Monitors,24920.00
2388,8,Storage 0120,Storage generation 120 for category Storage,8510.00
2389,9,Accessory 0120,Accessory generation 120 for category Accessories,4600.00
2390,10,Router 0120,Router generation 120 for category Networking,7740.00
2391,11,Appliance 0120,Appliance generation 120 for category Kitchen Appliances,10830.00
2392,12,Office Device 0120,Office Device generation 120 for category Office Equipment,15920.00
2393,13,Wearable 0120,Wearable generation 120 for category Wearables,14010.00
2394,14,Camera 0120,Camera generation 120 for category Cameras,49100.00
2395,15,Book 0120,Book generation 120 for category Books,3640.00
2396,16,TV 0120,TV generation 120 for category TVs,57830.00
2397,17,Speaker 0120,Speaker generation 120 for category Audio,12920.00
2398,18,Printer 0120,Printer generation 120 for category Printers,21010.00
2399,19,Component 0120,Component generation 120 for category Components,18100.00
2400,20,Charger 0120,Charger generation 120 for category Charging,4740.00
2401,1,Smartphone 0121,Smartphone generation 121 for category Smartphones,25080.00
2402,2,Laptop 0121,Laptop generation 121 for category Laptops,70170.00
2403,3,Tablet 0121,Tablet generation 121 for category Tablets,30260.00
2404,4,Headphones 0121,Headphones generation 121 for category Headphones,9350.00
2405,5,Smart Device 0121,Smart Device generation 121 for category Smart Home,4490.00
2406,6,Gaming Gear 0121,Gaming Gear generation 121 for category Gaming,7080.00
2407,7,Monitor 0121,Monitor generation 121 for category Monitors,22170.00
2408,8,Storage 0121,Storage generation 121 for category Storage,5760.00
2409,9,Accessory 0121,Accessory generation 121 for category Accessories,1850.00
2410,10,Router 0121,Router generation 121 for category Networking,4990.00
2411,11,Appliance 0121,Appliance generation 121 for category Kitchen Appliances,8080.00
2412,12,Office Device 0121,Office Device generation 121 for category Office Equipment,13170.00
2413,13,Wearable 0121,Wearable generation 121 for category Wearables,11260.00
2414,14,Camera 0121,Camera generation 121 for category Cameras,46350.00
2415,15,Book 0121,Book generation 121 for category Books,890.00
2416,16,TV 0121,TV generation 121 for category TVs,55080.00
2417,17,Speaker 0121,Speaker generation 121 for category Audio,10170.00
2418,18,Printer 0121,Printer generation 121 for category Printers,18260.00
2419,19,Component 0121,Component generation 121 for category Components,15350.00
2420,20,Charger 0121,Charger generation 121 for category Charging,1990.00
2421,1,Smartphone 0122,Smartphone generation 122 for category Smartphones,25355.00
2422,2,Laptop 0122,Laptop generation 122 for category Laptops,70445.00
2423,3,Tablet 0122,Tablet generation 122 for category Tablets,30535.00
2424,4,Headphones 0122,Headphones generation 122 for category Headphones,9625.00
2425,5,Smart Device 0122,Smart Device generation 122 for category Smart Home,4765.00
2426,6,Gaming Gear 0122,Gaming Gear generation 122 for category Gaming,7355.00
2427,7,Monitor 0122,Monitor generation 122 for category Monitors,22445.00
2428,8,Storage 0122,Storage generation 122 for category Storage,6035.00
2429,9,Accessory 0122,Accessory generation 122 for category Accessories,2125.00
2430,10,Router 0122,Router generation 122 for category Networking,5265.00
2431,11,Appliance 0122,Appliance generation 122 for category Kitchen Appliances,8355.00
2432,12,Office Device 0122,Office Device generation 122 for category Office Equipment,13445.00
2433,13,Wearable 0122,Wearable generation 122 for category Wearables,11535.00
2434,14,Camera 0122,Camera generation 122 for category Cameras,46625.00
2435,15,Book 0122,Book generation 122 for category Books,1165.00
2436,16,TV 0122,TV generation 122 for category TVs,55355.00
2437,17,Speaker 0122,Speaker generation 122 for category Audio,10445.00
2438,18,Printer 0122,Printer generation 122 for category Printers,18535.00
2439,19,Component 0122,Component generation 122 for category Components,15625.00
2440,20,Charger 0122,Charger generation 122 for category Charging,2265.00
2441,1,Smartphone 0123,Smartphone generation 123 for category Smartphones,25630.00
2442,2,Laptop 0123,Laptop generation 123 for category Laptops,70720.00
2443,3,Tablet 0123,Tablet generation 123 for category Tablets,30810.00
2444,4,Headphones 0123,Headphones generation 123 for category Headphones,9900.00
2445,5,Smart Device 0123,Smart Device generation 123 for category Smart Home,5040.00
2446,6,Gaming Gear 0123,Gaming Gear generation 123 for category Gaming,7630.00
2447,7,Monitor 0123,Monitor generation 123 for category Monitors,22720.00
2448,8,Storage 0123,Storage generation 123 for category Storage,6310.00
2449,9,Accessory 0123,Accessory generation 123 for category Accessories,2400.00
2450,10,Router 0123,Router generation 123 for category Networking,5540.00
2451,11,Appliance 0123,Appliance generation 123 for category Kitchen Appliances,8630.00
2452,12,Office Device 0123,Office Device generation 123 for category Office Equipment,13720.00
2453,13,Wearable 0123,Wearable generation 123 for category Wearables,11810.00
2454,14,Camera 0123,Camera generation 123 for category Cameras,46900.00
2455,15,Book 0123,Book generation 123 for category Books,1440.00
2456,16,TV 0123,TV generation 123 for category TVs,55630.00
2457,17,Speaker 0123,Speaker generation 123 for category Audio,10720.00
2458,18,Printer 0123,Printer generation 123 for category Printers,18810.00
2459,19,Component 0123,Component generation 123 for category Components,15900.00
2460,20,Charger 0123,Charger generation 123 for category Charging,2540.00
2461,1,Smartphone 0124,Smartphone generation 124 for category Smartphones,25905.00
2462,2,Laptop 0124,Laptop generation 124 for category Laptops,70995.00
2463,3,Tablet 0124,Tablet generation 124 for category Tablets,31085.00
2464,4,Headphones 0124,Headphones generation 124 for category Headphones,10175.00
2465,5,Smart Device 0124,Smart Device generation 124 for category Smart Home,5315.00
2466,6,Gaming Gear 0124,Gaming Gear generation 124 for category Gaming,7905.00
2467,7,Monitor 0124,Monitor generation 124 for category Monitors,22995.00
2468,8,Storage 0124,Storage generation 124 for category Storage,6585.00
2469,9,Accessory 0124,Accessory generation 124 for category Accessories,2675.00
2470,10,Router 0124,Router generation 124 for category Networking,5815.00
2471,11,Appliance 0124,Appliance generation 124 for category Kitchen Appliances,8905.00
2472,12,Office Device 0124,Office Device generation 124 for category Office Equipment,13995.00
2473,13,Wearable 0124,Wearable generation 124 for category Wearables,12085.00
2474,14,Camera 0124,Camera generation 124 for category Cameras,47175.00
2475,15,Book 0124,Book generation 124 for category Books,1715.00
2476,16,TV 0124,TV generation 124 for category TVs,55905.00
2477,17,Speaker 0124,Speaker generation 124 for category Audio,10995.00
2478,18,Printer 0124,Printer generation 124 for category Printers,19085.00
2479,19,Component 0124,Component generation 124 for category Components,16175.00
2480,20,Charger 0124,Charger generation 124 for category Charging,2815.00
2481,1,Smartphone 0125,Smartphone generation 125 for category Smartphones,26180.00
2482,2,Laptop 0125,Laptop generation 125 for category Laptops,71270.00
2483,3,Tablet 0125,Tablet generation 125 for category Tablets,31360.00
2484,4,Headphones 0125,Headphones generation 125 for category Headphones,10450.00
2485,5,Smart Device 0125,Smart Device generation 125 for category Smart Home,5590.00
2486,6,Gaming Gear 0125,Gaming Gear generation 125 for category Gaming,8180.00
2487,7,Monitor 0125,Monitor generation 125 for category Monitors,23270.00
2488,8,Storage 0125,Storage generation 125 for category Storage,6860.00
2489,9,Accessory 0125,Accessory generation 125 for category Accessories,2950.00
2490,10,Router 0125,Router generation 125 for category Networking,6090.00
2491,11,Appliance 0125,Appliance generation 125 for category Kitchen Appliances,9180.00
2492,12,Office Device 0125,Office Device generation 125 for category Office Equipment,14270.00
2493,13,Wearable 0125,Wearable generation 125 for category Wearables,12360.00
2494,14,Camera 0125,Camera generation 125 for category Cameras,47450.00
2495,15,Book 0125,Book generation 125 for category Books,1990.00
2496,16,TV 0125,TV generation 125 for category TVs,56180.00
2497,17,Speaker 0125,Speaker generation 125 for category Audio,11270.00
2498,18,Printer 0125,Printer generation 125 for category Printers,19360.00
2499,19,Component 0125,Component generation 125 for category Components,16450.00
2500,20,Charger 0125,Charger generation 125 for category Charging,3090.00
2501,1,Smartphone 0126,Smartphone generation 126 for category Smartphones,26455.00
2502,2,Laptop 0126,Laptop generation 126 for category Laptops,71545.00
2503,3,Tablet 0126,Tablet generation 126 for category Tablets,31635.00
2504,4,Headphones 0126,Headphones generation 126 for category Headphones,10725.00
2505,5,Smart Device 0126,Smart Device generation 126 for category Smart Home,5865.00
2506,6,Gaming Gear 0126,Gaming Gear generation 126 for category Gaming,8455.00
2507,7,Monitor 0126,Monitor generation 126 for category Monitors,23545.00
2508,8,Storage 0126,Storage generation 126 for category Storage,7135.00
2509,9,Accessory 0126,Accessory generation 126 for category Accessories,3225.00
2510,10,Router 0126,Router generation 126 for category Networking,6365.00
2511,11,Appliance 0126,Appliance generation 126 for category Kitchen Appliances,9455.00
2512,12,Office Device 0126,Office Device generation 126 for category Office Equipment,14545.00
2513,13,Wearable 0126,Wearable generation 126 for category Wearables,12635.00
2514,14,Camera 0126,Camera generation 126 for category Cameras,47725.00
2515,15,Book 0126,Book generation 126 for category Books,2265.00
2516,16,TV 0126,TV generation 126 for category TVs,56455.00
2517,17,Speaker 0126,Speaker generation 126 for category Audio,11545.00
2518,18,Printer 0126,Printer generation 126 for category Printers,19635.00
2519,19,Component 0126,Component generation 126 for category Components,16725.00
2520,20,Charger 0126,Charger generation 126 for category Charging,3365.00
2521,1,Smartphone 0127,Smartphone generation 127 for category Smartphones,26730.00
2522,2,Laptop 0127,Laptop generation 127 for category Laptops,71820.00
2523,3,Tablet 0127,Tablet generation 127 for category Tablets,31910.00
2524,4,Headphones 0127,Headphones generation 127 for category Headphones,11000.00
2525,5,Smart Device 0127,Smart Device generation 127 for category Smart Home,6140.00
2526,6,Gaming Gear 0127,Gaming Gear generation 127 for category Gaming,8730.00
2527,7,Monitor 0127,Monitor generation 127 for category Monitors,23820.00
2528,8,Storage 0127,Storage generation 127 for category Storage,7410.00
2529,9,Accessory 0127,Accessory generation 127 for category Accessories,3500.00
2530,10,Router 0127,Router generation 127 for category Networking,6640.00
2531,11,Appliance 0127,Appliance generation 127 for category Kitchen Appliances,9730.00
2532,12,Office Device 0127,Office Device generation 127 for category Office Equipment,14820.00
2533,13,Wearable 0127,Wearable generation 127 for category Wearables,12910.00
2534,14,Camera 0127,Camera generation 127 for category Cameras,48000.00
2535,15,Book 0127,Book generation 127 for category Books,2540.00
2536,16,TV 0127,TV generation 127 for category TVs,56730.00
2537,17,Speaker 0127,Speaker generation 127 for category Audio,11820.00
2538,18,Printer 0127,Printer generation 127 for category Printers,19910.00
2539,19,Component 0127,Component generation 127 for category Components,17000.00
2540,20,Charger 0127,Charger generation 127 for category Charging,3640.00
2541,1,Smartphone 0128,Smartphone generation 128 for category Smartphones,27005.00
2542,2,Laptop 0128,Laptop generation 128 for category Laptops,72095.00
2543,3,Tablet 0128,Tablet generation 128 for category Tablets,32185.00
2544,4,Headphones 0128,Headphones generation 128 for category Headphones,11275.00
2545,5,Smart Device 0128,Smart Device generation 128 for category Smart Home,6415.00
2546,6,Gaming Gear 0128,Gaming Gear generation 128 for category Gaming,9005.00
2547,7,Monitor 0128,Monitor generation 128 for category Monitors,24095.00
2548,8,Storage 0128,Storage generation 128 for category Storage,7685.00
2549,9,Accessory 0128,Accessory generation 128 for category Accessories,3775.00
2550,10,Router 0128,Router generation 128 for category Networking,6915.00
2551,11,Appliance 0128,Appliance generation 128 for category Kitchen Appliances,10005.00
2552,12,Office Device 0128,Office Device generation 128 for category Office Equipment,15095.00
2553,13,Wearable 0128,Wearable generation 128 for category Wearables,13185.00
2554,14,Camera 0128,Camera generation 128 for category Cameras,48275.00
2555,15,Book 0128,Book generation 128 for category Books,2815.00
2556,16,TV 0128,TV generation 128 for category TVs,57005.00
2557,17,Speaker 0128,Speaker generation 128 for category Audio,12095.00
2558,18,Printer 0128,Printer generation 128 for category Printers,20185.00
2559,19,Component 0128,Component generation 128 for category Components,17275.00
2560,20,Charger 0128,Charger generation 128 for category Charging,3915.00
2561,1,Smartphone 0129,Smartphone generation 129 for category Smartphones,27280.00
2562,2,Laptop 0129,Laptop generation 129 for category Laptops,72370.00
2563,3,Tablet 0129,Tablet generation 129 for category Tablets,32460.00
2564,4,Headphones 0129,Headphones generation 129 for category Headphones,11550.00
2565,5,Smart Device 0129,Smart Device generation 129 for category Smart Home,6690.00
2566,6,Gaming Gear 0129,Gaming Gear generation 129 for category Gaming,9280.00
2567,7,Monitor 0129,Monitor generation 129 for category Monitors,24370.00
2568,8,Storage 0129,Storage generation 129 for category Storage,7960.00
2569,9,Accessory 0129,Accessory generation 129 for category Accessories,4050.00
2570,10,Router 0129,Router generation 129 for category Networking,7190.00
2571,11,Appliance 0129,Appliance generation 129 for category Kitchen Appliances,10280.00
2572,12,Office Device 0129,Office Device generation 129 for category Office Equipment,15370.00
2573,13,Wearable 0129,Wearable generation 129 for category Wearables,13460.00
2574,14,Camera 0129,Camera generation 129 for category Cameras,48550.00
2575,15,Book 0129,Book generation 129 for category Books,3090.00
2576,16,TV 0129,TV generation 129 for category TVs,57280.00
2577,17,Speaker 0129,Speaker generation 129 for category Audio,12370.00
2578,18,Printer 0129,Printer generation 129 for category Printers,20460.00
2579,19,Component 0129,Component generation 129 for category Components,17550.00
2580,20,Charger 0129,Charger generation 129 for category Charging,4190.00
2581,1,Smartphone 0130,Smartphone generation 130 for category Smartphones,27555.00
2582,2,Laptop 0130,Laptop generation 130 for category Laptops,72645.00
2583,3,Tablet 0130,Tablet generation 130 for category Tablets,32735.00
2584,4,Headphones 0130,Headphones generation 130 for category Headphones,11825.00
2585,5,Smart Device 0130,Smart Device generation 130 for category Smart Home,6965.00
2586,6,Gaming Gear 0130,Gaming Gear generation 130 for category Gaming,9555.00
2587,7,Monitor 0130,Monitor generation 130 for category Monitors,24645.00
2588,8,Storage 0130,Storage generation 130 for category Storage,8235.00
2589,9,Accessory 0130,Accessory generation 130 for category Accessories,4325.00
2590,10,Router 0130,Router generation 130 for category Networking,7465.00
2591,11,Appliance 0130,Appliance generation 130 for category Kitchen Appliances,10555.00
2592,12,Office Device 0130,Office Device generation 130 for category Office Equipment,15645.00
2593,13,Wearable 0130,Wearable generation 130 for category Wearables,13735.00
2594,14,Camera 0130,Camera generation 130 for category Cameras,48825.00
2595,15,Book 0130,Book generation 130 for category Books,3365.00
2596,16,TV 0130,TV generation 130 for category TVs,57555.00
2597,17,Speaker 0130,Speaker generation 130 for category Audio,12645.00
2598,18,Printer 0130,Printer generation 130 for category Printers,20735.00
2599,19,Component 0130,Component generation 130 for category Components,17825.00
2600,20,Charger 0130,Charger generation 130 for category Charging,4465.00
2601,1,Smartphone 0131,Smartphone generation 131 for category Smartphones,27830.00
2602,2,Laptop 0131,Laptop generation 131 for category Laptops,72920.00
2603,3,Tablet 0131,Tablet generation 131 for category Tablets,33010.00
2604,4,Headphones 0131,Headphones generation 131 for category Headphones,12100.00
2605,5,Smart Device 0131,Smart Device generation 131 for category Smart Home,7240.00
2606,6,Gaming Gear 0131,Gaming Gear generation 131 for category Gaming,9830.00
2607,7,Monitor 0131,Monitor generation 131 for category Monitors,24920.00
2608,8,Storage 0131,Storage generation 131 for category Storage,8510.00
2609,9,Accessory 0131,Accessory generation 131 for category Accessories,4600.00
2610,10,Router 0131,Router generation 131 for category Networking,7740.00
2611,11,Appliance 0131,Appliance generation 131 for category Kitchen Appliances,10830.00
2612,12,Office Device 0131,Office Device generation 131 for category Office Equipment,15920.00
2613,13,Wearable 0131,Wearable generation 131 for category Wearables,14010.00
2614,14,Camera 0131,Camera generation 131 for category Cameras,49100.00
2615,15,Book 0131,Book generation 131 for category Books,3640.00
2616,16,TV 0131,TV generation 131 for category TVs,57830.00
2617,17,Speaker 0131,Speaker generation 131 for category Audio,12920.00
2618,18,Printer 0131,Printer generation 131 for category Printers,21010.00
2619,19,Component 0131,Component generation 131 for category Components,18100.00
2620,20,Charger 0131,Charger generation 131 for category Charging,4740.00
2621,1,Smartphone 0132,Smartphone generation 132 for category Smartphones,25080.00
2622,2,Laptop 0132,Laptop generation 132 for category Laptops,70170.00
2623,3,Tablet 0132,Tablet generation 132 for category Tablets,30260.00
2624,4,Headphones 0132,Headphones generation 132 for category Headphones,9350.00
2625,5,Smart Device 0132,Smart Device generation 132 for category Smart Home,4490.00
2626,6,Gaming Gear 0132,Gaming Gear generation 132 for category Gaming,7080.00
2627,7,Monitor 0132,Monitor generation 132 for category Monitors,22170.00
2628,8,Storage 0132,Storage generation 132 for category Storage,5760.00
2629,9,Accessory 0132,Accessory generation 132 for category Accessories,1850.00
2630,10,Router 0132,Router generation 132 for category Networking,4990.00
2631,11,Appliance 0132,Appliance generation 132 for category Kitchen Appliances,8080.00
2632,12,Office Device 0132,Office Device generation 132 for category Office Equipment,13170.00
2633,13,Wearable 0132,Wearable generation 132 for category Wearables,11260.00
2634,14,Camera 0132,Camera generation 132 for category Cameras,46350.00
2635,15,Book 0132,Book generation 132 for category Books,890.00
2636,16,TV 0132,TV generation 132 for category TVs,55080.00
2637,17,Speaker 0132,Speaker generation 132 for category Audio,10170.00
2638,18,Printer 0132,Printer generation 132 for category Printers,18260.00
2639,19,Component 0132,Component generation 132 for category Components,15350.00
2640,20,Charger 0132,Charger generation 132 for category Charging,1990.00
2641,1,Smartphone 0133,Smartphone generation 133 for category Smartphones,25355.00
2642,2,Laptop 0133,Laptop generation 133 for category Laptops,70445.00
2643,3,Tablet 0133,Tablet generation 133 for category Tablets,30535.00
2644,4,Headphones 0133,Headphones generation 133 for category Headphones,9625.00
2645,5,Smart Device 0133,Smart Device generation 133 for category Smart Home,4765.00
2646,6,Gaming Gear 0133,Gaming Gear generation 133 for category Gaming,7355.00
2647,7,Monitor 0133,Monitor generation 133 for category Monitors,22445.00
2648,8,Storage 0133,Storage generation 133 for category Storage,6035.00
2649,9,Accessory 0133,Accessory generation 133 for category Accessories,2125.00
2650,10,Router 0133,Router generation 133 for category Networking,5265.00
2651,11,Appliance 0133,Appliance generation 133 for category Kitchen Appliances,8355.00
2652,12,Office Device 0133,Office Device generation 133 for category Office Equipment,13445.00
2653,13,Wearable 0133,Wearable generation 133 for category Wearables,11535.00
2654,14,Camera 0133,Camera generation 133 for category Cameras,46625.00
2655,15,Book 0133,Book generation 133 for category Books,1165.00
2656,16,TV 0133,TV generation 133 for category TVs,55355.00
2657,17,Speaker 0133,Speaker generation 133 for category Audio,10445.00
2658,18,Printer 0133,Printer generation 133 for category Printers,18535.00
2659,19,Component 0133,Component generation 133 for category Components,15625.00
2660,20,Charger 0133,Charger generation 133 for category Charging,2265.00
2661,1,Smartphone 0134,Smartphone generation 134 for category Smartphones,25630.00
2662,2,Laptop 0134,Laptop generation 134 for category Laptops,70720.00
2663,3,Tablet 0134,Tablet generation 134 for category Tablets,30810.00
2664,4,Headphones 0134,Headphones generation 134 for category Headphones,9900.00
2665,5,Smart Device 0134,Smart Device generation 134 for category Smart Home,5040.00
2666,6,Gaming Gear 0134,Gaming Gear generation 134 for category Gaming,7630.00
2667,7,Monitor 0134,Monitor generation 134 for category Monitors,22720.00
2668,8,Storage 0134,Storage generation 134 for category Storage,6310.00
2669,9,Accessory 0134,Accessory generation 134 for category Accessories,2400.00
2670,10,Router 0134,Router generation 134 for category Networking,5540.00
2671,11,Appliance 0134,Appliance generation 134 for category Kitchen Appliances,8630.00
2672,12,Office Device 0134,Office Device generation 134 for category Office Equipment,13720.00
2673,13,Wearable 0134,Wearable generation 134 for category Wearables,11810.00
2674,14,Camera 0134,Camera generation 134 for category Cameras,46900.00
2675,15,Book 0134,Book generation 134 for category Books,1440.00
2676,16,TV 0134,TV generation 134 for category TVs,55630.00
2677,17,Speaker 0134,Speaker generation 134 for category Audio,10720.00
2678,18,Printer 0134,Printer generation 134 for category Printers,18810.00
2679,19,Component 0134,Component generation 134 for category Components,15900.00
2680,20,Charger 0134,Charger generation 134 for category Charging,2540.00
2681,1,Smartphone 0135,Smartphone generation 135 for category Smartphones,25905.00
2682,2,Laptop 0135,Laptop generation 135 for category Laptops,70995.00
2683,3,Tablet 0135,Tablet generation 135 for category Tablets,31085.00
2684,4,Headphones 0135,Headphones generation 135 for category Headphones,10175.00
2685,5,Smart Device 0135,Smart Device generation 135 for category Smart Home,5315.00
2686,6,Gaming Gear 0135,Gaming Gear generation 135 for category Gaming,7905.00
2687,7,Monitor 0135,Monitor generation 135 for category Monitors,22995.00
2688,8,Storage 0135,Storage generation 135 for category Storage,6585.00
